DATE,NASDAQ100,clean_val,change,change_pct,change_frac
2007-12-04,2059.06,2059.06,-8.389999999999873,-0.4058139253669919,-0.004058139253669919
2007-12-05,2099.31,2099.31,40.25,1.9547754800734316,0.019547754800734316
2007-12-06,2127.65,2127.65,28.340000000000146,1.349967370231178,0.01349967370231178
2007-12-07,2130.00,2130.0,2.349999999999909,0.11045049702723235,0.0011045049702723235
2007-12-10,2134.88,2134.88,4.880000000000109,0.22910798122066242,0.002291079812206624
2007-12-11,2083.72,2083.72,-51.16000000000031,-2.3963876189762567,-0.02396387618976257
2007-12-12,2101.36,2101.36,17.640000000000327,0.8465628779298721,0.00846562877929872
2007-12-13,2094.68,2094.68,-6.680000000000291,-0.3178893668862209,-0.003178893668862209
2007-12-14,2072.11,2072.11,-22.56999999999971,-1.0774915500219466,-0.010774915500219466
2007-12-17,2020.80,2020.8,-51.31000000000017,-2.476219891801119,-0.02476219891801119
2007-12-18,2029.49,2029.49,8.690000000000055,0.4300277117973107,0.004300277117973107
2007-12-19,2031.00,2031.0,1.509999999999991,0.07440292881462786,0.0007440292881462785
2007-12-20,2069.68,2069.68,38.679999999999836,1.9044805514524785,0.019044805514524785
2007-12-21,2111.77,2111.77,42.090000000000146,2.0336477136562245,0.020336477136562246
2007-12-24,2128.62,2128.62,16.84999999999991,0.7979088631811188,0.007979088631811187
2007-12-25,.,2128.62,0.0,0.0,0.0
2007-12-26,2136.94,2136.94,8.320000000000164,0.39086356418713364,0.003908635641871336
2007-12-27,2106.09,2106.09,-30.84999999999991,-1.4436530740217277,-0.014436530740217278
2007-12-28,2107.05,2107.05,0.9600000000000364,0.04558209763115709,0.0004558209763115709
2007-12-31,2084.93,2084.93,-22.120000000000346,-1.0498089746327968,-0.010498089746327967
2008-01-01,.,2084.93,0.0,0.0,0.0
2008-01-02,2049.71,2049.71,-35.2199999999998,-1.6892653470380208,-0.016892653470380208
2008-01-03,2051.76,2051.76,2.050000000000182,0.10001414834294518,0.0010001414834294518
2008-01-04,1963.52,1963.52,-88.24000000000024,-4.300697937380601,-0.043006979373806015
2008-01-07,1957.44,1957.44,-6.079999999999927,-0.3096479791395009,-0.0030964797913950086
2008-01-08,1910.33,1910.33,-47.11000000000013,-2.406714892921373,-0.02406714892921373
2008-01-09,1949.20,1949.2,38.87000000000012,2.0347269843430253,0.020347269843430254
2008-01-10,1953.64,1953.64,4.440000000000055,0.2277857582598017,0.002277857582598017
2008-01-11,1912.81,1912.81,-40.830000000000155,-2.0899449233226264,-0.020899449233226265
2008-01-14,1949.15,1949.15,36.340000000000146,1.899822773824904,0.01899822773824904
2008-01-15,1894.09,1894.09,-55.06000000000017,-2.8248210758535857,-0.028248210758535855
2008-01-16,1872.29,1872.29,-21.799999999999955,-1.15094847657714,-0.0115094847657714
2008-01-17,1842.10,1842.1,-30.190000000000055,-1.6124638811295289,-0.016124638811295288
2008-01-18,1844.09,1844.09,1.990000000000009,0.10802888008251502,0.0010802888008251501
2008-01-21,.,1844.09,0.0,0.0,0.0
2008-01-22,1795.61,1795.61,-48.48000000000002,-2.628938934650696,-0.026289389346506962
2008-01-23,1789.53,1789.53,-6.079999999999927,-0.3386035943217028,-0.003386035943217028
2008-01-24,1826.92,1826.92,37.3900000000001,2.0893754225970005,0.020893754225970004
2008-01-25,1789.17,1789.17,-37.75,-2.0663192695903487,-0.020663192695903488
2008-01-28,1805.08,1805.08,15.909999999999854,0.889239144407734,0.00889239144407734
2008-01-29,1807.67,1807.67,2.5900000000001455,0.14348394530991124,0.0014348394530991123
2008-01-30,1808.51,1808.51,0.8399999999999181,0.04646865854939884,0.00046468658549398843
2008-01-31,1841.42,1841.42,32.91000000000008,1.8197300540223764,0.018197300540223765
2008-02-01,1855.27,1855.27,13.849999999999909,0.7521369377979987,0.0075213693779799876
2008-02-04,1828.80,1828.8,-26.470000000000027,-1.4267465112894635,-0.014267465112894635
2008-02-05,1773.49,1773.49,-55.309999999999945,-3.024387576552928,-0.03024387576552928
2008-02-06,1740.95,1740.95,-32.539999999999964,-1.8348003089952558,-0.018348003089952557
2008-02-07,1753.30,1753.3,12.349999999999909,0.7093828082368769,0.00709382808236877
2008-02-08,1773.74,1773.74,20.440000000000055,1.165801631209722,0.01165801631209722
2008-02-11,1793.09,1793.09,19.34999999999991,1.090915241241665,0.01090915241241665
2008-02-12,1780.54,1780.54,-12.549999999999955,-0.6999090954720597,-0.006999090954720597
2008-02-13,1823.00,1823.0,42.460000000000036,2.384669819268314,0.023846698192683136
2008-02-14,1787.59,1787.59,-35.41000000000008,-1.9424026330224948,-0.01942402633022495
2008-02-15,1780.38,1780.38,-7.209999999999809,-0.4033363355131663,-0.004033363355131663
2008-02-18,.,1780.38,0.0,0.0,0.0
2008-02-19,1764.81,1764.81,-15.570000000000164,-0.8745324031948326,-0.008745324031948326
2008-02-20,1787.45,1787.45,22.6400000000001,1.2828576447322997,0.012828576447322998
2008-02-21,1766.30,1766.3,-21.15000000000009,-1.1832498811155607,-0.011832498811155607
2008-02-22,1773.44,1773.44,7.1400000000001,0.4042348411934609,0.004042348411934609
2008-02-25,1785.46,1785.46,12.019999999999982,0.6777787802237448,0.006777787802237448
2008-02-26,1791.31,1791.31,5.849999999999909,0.3276466568839352,0.003276466568839352
2008-02-27,1799.94,1799.94,8.63000000000011,0.4817703245111181,0.004817703245111181
2008-02-28,1794.46,1794.46,-5.480000000000018,-0.30445459293087646,-0.0030445459293087646
2008-02-29,1745.27,1745.27,-49.190000000000055,-2.7412146272416242,-0.02741214627241624
2008-03-03,1733.27,1733.27,-12.0,-0.6875726964882225,-0.006875726964882225
2008-03-04,1743.70,1743.7,10.430000000000064,0.6017527563507166,0.006017527563507165
2008-03-05,1753.57,1753.57,9.86999999999989,0.5660377358490504,0.005660377358490504
2008-03-06,1712.50,1712.5,-41.069999999999936,-2.34207930108293,-0.0234207930108293
2008-03-07,1707.50,1707.5,-5.0,-0.291970802919708,-0.00291970802919708
2008-03-10,1673.03,1673.03,-34.47000000000003,-2.0187408491947307,-0.020187408491947306
2008-03-11,1740.95,1740.95,67.92000000000007,4.059700065151257,0.040597000651512574
2008-03-12,1735.18,1735.18,-5.769999999999982,-0.33142824320055037,-0.003314282432005504
2008-03-13,1750.40,1750.4,15.220000000000027,0.8771424290275377,0.008771424290275377
2008-03-14,1713.83,1713.83,-36.570000000000164,-2.0892367458866636,-0.020892367458866638
2008-03-17,1687.19,1687.19,-26.639999999999873,-1.5544132148462726,-0.015544132148462725
2008-03-18,1761.05,1761.05,73.8599999999999,4.377693087322703,0.043776930873227024
2008-03-19,1715.59,1715.59,-45.460000000000036,-2.5814144970330224,-0.025814144970330223
2008-03-20,1751.99,1751.99,36.40000000000009,2.1217190587494734,0.021217190587494734
2008-03-21,.,1751.99,0.0,0.0,0.0
2008-03-24,1814.40,1814.4,62.41000000000008,3.562234944263385,0.03562234944263385
2008-03-25,1824.54,1824.54,10.139999999999873,0.5588624338624268,0.005588624338624269
2008-03-26,1817.28,1817.28,-7.259999999999991,-0.3979085139267975,-0.003979085139267975
2008-03-27,1777.89,1777.89,-39.38999999999987,-2.167525092445846,-0.02167525092445846
2008-03-28,1767.57,1767.57,-10.320000000000164,-0.5804633582505196,-0.005804633582505197
2008-03-31,1781.93,1781.93,14.360000000000127,0.8124147841386835,0.008124147841386835
2008-04-01,1855.48,1855.48,73.54999999999995,4.127547097809676,0.04127547097809676
2008-04-02,1848.80,1848.8,-6.680000000000064,-0.36001465927954296,-0.0036001465927954297
2008-04-03,1855.19,1855.19,6.3900000000001,0.345629597576812,0.00345629597576812
2008-04-04,1865.87,1865.87,10.679999999999836,0.5756822751308402,0.005756822751308403
2008-04-07,1860.83,1860.83,-5.039999999999964,-0.2701152813432856,-0.002701152813432856
2008-04-08,1846.14,1846.14,-14.689999999999827,-0.7894326725170934,-0.007894326725170934
2008-04-09,1826.19,1826.19,-19.950000000000045,-1.080633104748288,-0.01080633104748288
2008-04-10,1852.97,1852.97,26.779999999999973,1.4664410603496882,0.014664410603496882
2008-04-11,1798.72,1798.72,-54.25,-2.92773223527634,-0.0292773223527634
2008-04-14,1790.93,1790.93,-7.789999999999964,-0.4330857498665698,-0.004330857498665698
2008-04-15,1794.73,1794.73,3.7999999999999545,0.21218026388524144,0.0021218026388524144
2008-04-16,1846.89,1846.89,52.16000000000008,2.906286739509569,0.029062867395095688
2008-04-17,1840.88,1840.88,-6.009999999999991,-0.3254119086680848,-0.003254119086680848
2008-04-18,1900.28,1900.28,59.399999999999864,3.22671765677284,0.0322671765677284
2008-04-21,1913.12,1913.12,12.839999999999918,0.675689898330768,0.00675689898330768
2008-04-22,1881.65,1881.65,-31.4699999999998,-1.644956928995557,-0.01644956928995557
2008-04-23,1906.66,1906.66,25.00999999999999,1.3291526054260883,0.013291526054260882
2008-04-24,1924.58,1924.58,17.919999999999845,0.9398634260958874,0.009398634260958874
2008-04-25,1918.58,1918.58,-6.0,-0.3117563312514938,-0.0031175633125149383
2008-04-28,1923.26,1923.26,4.680000000000064,0.24393040686341272,0.0024393040686341272
2008-04-29,1933.60,1933.6,10.339999999999918,0.5376288177365472,0.005376288177365473
2008-04-30,1917.70,1917.7,-15.899999999999864,-0.8223003723624257,-0.008223003723624257
2008-05-01,1980.44,1980.44,62.74000000000001,3.271627470407259,0.03271627470407259
2008-05-02,1981.87,1981.87,1.4299999999998363,0.07220617640523501,0.0007220617640523501
2008-05-05,1975.82,1975.82,-6.0499999999999545,-0.3052672475994871,-0.003052672475994871
2008-05-06,1990.61,1990.61,14.789999999999964,0.7485499691267405,0.007485499691267406
2008-05-07,1951.42,1951.42,-39.18999999999983,-1.96874324955666,-0.0196874324955666
2008-05-08,1966.86,1966.86,15.439999999999827,0.791218702278332,0.00791218702278332
2008-05-09,1960.29,1960.29,-6.569999999999936,-0.33403495927518667,-0.0033403495927518665
2008-05-12,1997.02,1997.02,36.73000000000002,1.873702360365049,0.01873702360365049
2008-05-13,2000.61,2000.61,3.589999999999918,0.1797678541026088,0.001797678541026088
